X,Y,Potential_Energy
0.203091,4.396809,-0.315637
1.249221,3.253423,-0.698086
5.727778,3.542086,-1.300510
5.271392,3.050163,-1.305220
0.216768,1.785291,-3.926991
1.775777,3.390132,0.648118
1.848598,4.133312,1.235967
5.375142,5.239937,-1.743035
0.157684,3.817748,-1.013790
0.832869,4.566729,0.008449
6.399329,0.960430,-0.011848
1.428357,2.769345,-1.725901
5.221969,0.055990,-0.038529
1.905462,1.480073,-3.611176
0.795531,4.358770,-0.013013
1.945378,5.950860,-0.031020
5.778135,0.595069,-0.028923
6.845572,2.408966,-0.048736
6.641759,4.800426,-0.465706
3.177468,1.224214,-2.103118
5.344681,3.330510,-1.571079
1.639874,4.398428,0.753266
2.345182,3.695913,1.044653
7.170687,1.128148,-0.001673
0.104015,2.132307,-3.985313
0.684068,4.702751,-0.065652
1.663090,3.325359,0.357165
0.212258,0.031378,-0.458593
1.451483,4.565945,0.394427
4.664332,0.211868,-0.143158
3.371396,4.474403,-1.239946
7.141374,1.214883,-0.002223
6.539548,5.748441,-0.415080
2.734539,2.207645,-1.418914
2.075387,1.961590,-2.505241
3.037539,0.893328,-2.022058
4.722360,1.833625,0.006939
2.144509,5.259905,-0.159414
4.993191,5.978006,-1.005709
3.275293,2.209857,-1.094408
4.416377,2.691664,-0.865022
3.489012,4.332426,-1.310537
2.355726,5.317175,-0.226015
7.587626,3.558266,-0.027802
6.108846,2.349154,-0.239410
1.120905,2.475731,-3.327692
6.947744,4.173709,-0.220471
3.899450,0.019310,-0.309464
7.156418,3.717536,-0.101337
6.398842,2.132958,-0.096166
3.401708,4.765184,-1.487499
0.179754,0.557944,-1.168701
2.149419,3.529214,0.998715
4.333074,2.885837,-1.219527
5.067826,3.853953,-2.216399
2.063101,0.389122,-1.706027
1.114849,3.479903,-0.426022
6.679442,3.368908,-0.228038
7.875217,3.363961,-0.009405
4.205521,3.620926,-1.907058
1.373434,4.058808,0.850235
2.178459,4.829934,-0.052015
0.147125,1.618924,-3.515793
7.314390,4.950296,-0.125062
0.942009,2.989534,-2.276717
4.612132,0.462350,-0.231564
2.192442,0.351306,-1.585239
4.433424,2.005430,-0.004280
5.211363,4.709382,-2.379310
6.637934,4.246086,-0.424846
1.651370,4.731690,0.207073
0.087967,3.103614,-2.572946
1.095085,2.641194,-2.958386
7.200149,0.884715,-0.000886
6.991121,1.969157,-0.015852
4.779305,2.604116,-0.690614
4.804135,0.531603,-0.187417
5.320293,1.323672,-0.151892
1.402970,3.589352,0.483883
7.315296,4.413979,-0.107102
3.350164,5.990085,-0.364110
3.065108,5.598680,-0.469903
4.151342,3.855391,-1.958890
0.375728,2.527488,-4.031758
1.330267,3.817064,0.670811
5.904269,4.713910,-1.350226
0.662389,0.710017,-2.007884
4.825217,2.459429,-0.479179
1.962793,5.038814,-0.093083
3.114365,2.302998,-1.175848
2.309550,3.431234,0.716154
2.845382,3.526616,0.019810
5.752367,1.106858,-0.069556
2.376974,2.173413,-1.713965
4.531237,2.007068,0.014340
3.808403,0.157180,-0.429896
5.309369,0.145151,-0.037583
7.494638,4.990182,-0.083341
5.860577,1.638425,-0.123351
1.719523,3.108473,-0.140122
0.249465,1.792353,-3.996758
2.098112,5.644075,-0.080314
4.760623,1.555781,-0.131267
0.411407,2.577941,-3.956127
3.970930,5.236382,-1.773351
4.774743,5.051601,-2.416761
2.673951,1.116609,-2.758798
6.167298,4.815860,-0.961408
0.852786,2.749121,-3.188822
0.601102,2.897813,-3.117022
5.825510,0.800880,-0.037039
3.963931,0.483609,-0.581074
5.507219,4.367636,-2.015185
3.478619,2.978767,-1.348124
1.971216,2.621104,-1.142419
6.552819,4.377049,-0.515877
6.395327,4.593077,-0.694740
5.557572,0.953449,-0.082438
2.177161,3.661351,1.163697
4.721845,0.812124,-0.308646
2.887791,4.508251,-0.393922
0.732657,3.941731,-0.370305
7.338509,5.739688,-0.109058
1.094549,0.413748,-1.590158
7.601899,0.342328,-0.000065
3.568046,1.693122,-1.079147
