step	direction	RMSD(A)	Rg(A)	Energy	CVs_grad
102	5	8.68373643072878	12.101559	-1588.6726	839.2303463387486
102	6	8.893751464485442	12.387125	-1082.2378	1538.888945314357
102	7	9.104229583797961	12.434258	-3562.7556	-822.9352808912597
102	8	9.79830337028835	12.941432	-2402.6559	11933.575485214442
103	1	7.878198201809277	11.134301	-1062.6159	1068.651591366485
103	2	8.861861557812121	12.043705	-2566.9347	912.7575458766408
103	3	7.925725967953412	11.417552	-735.2764	1309.114253738222
103	4	8.411218309339944	11.638912	543.2355	2591.528402862436
103	5	7.647726109129412	11.078038	-53.4229	1369.6548951635464
103	6	7.763560354258595	10.809072	-1199.1895	858.8668136512599
103	7	9.186727659652757	12.413515	-2259.4827	3290.435143825863
103	8	7.834542871726288	11.066961	-31.6767	1359.6407617198338
104	1	7.025581374989151	9.673547	-500.6658	505.83598807185837
104	2	6.797771405081205	9.855206	203.4841	912.9801676795339
104	3	6.441588007455384	9.811359	-912.016	153.7870890725303
104	4	7.0856347300667935	10.375854	-2612.6057	-1521.7270834919425
104	5	7.069003772390824	10.250436	-695.4811	489.9993758499253
104	6	7.361101576151367	10.868427	-2209.6991	-2323.2239073526375
104	7	7.708121615351353	10.656946	797.9319	8278.559289446324
104	8	6.392798753888188	9.4896345	134.6901	680.7800085480611
105	1	5.421553744145281	9.287709	747.189	1627.7721660519544
105	2	7.2470312187170896	10.904829	-1246.0422	2641.6423758321102
105	3	7.445723276683569	10.998035	-113.9289	2918.68378325021
105	4	7.719662875148873	11.028426	1381.7612	3969.5423927804763
105	5	5.990476405149886	9.695702	990.8836	2923.9614819874714
105	6	6.533141719012434	9.68014	-455.7514	2380.013922393885
105	7	6.910410589776387	9.766141	384.4097	5357.378998684608
105	8	5.41149680179847	9.660071	-650.4945	1164.6505098480234
106	1	6.813692155881249	10.958023	-2495.5078	-1081.5539610021715
106	2	6.941615053297546	10.219465	349.6583	665.5900770166098
106	3	6.495796841790223	10.049185	31.8019	636.1219637250795
106	4	5.371801345317803	8.618592	784.4466	1243.9545807496822
106	5	7.002773678348812	10.4229355	-234.3657	261.6164935944906
106	6	5.177874071620861	9.74593	-2968.8426	-7633.9464721731665
106	7	6.33672206149811	10.007308	-1671.8254	-1235.9767066867723
106	8	5.06271594174427	8.959361	10393.0823	9952.596348967074
107	1	6.1822318200456285	9.932772	-130.8158	2636.1778057295255
107	2	5.109379554931637	9.621782	983.8895	67606.10891440815
107	3	7.3858896900796145	10.489546	-1039.7858	801.4488207593323
107	4	4.435961567648357	9.134714	-2361.947	669.8287960272678
107	5	6.593603956058925	9.743962	-137.5162	2206.9576251046806
107	6	7.3631443279402236	10.354754	-591.9629	1060.2295163410577
107	7	4.711043446593857	8.682392	998.7779	3764.8495263090254
107	8	6.8079396678130575	10.356924	-726.0886	1392.289489596837
108	1	4.17788337762043	8.834574	-1896.836	1070.1803941032708
108	2	4.083742651280433	8.68558	-1520.6418	1441.1664628918375
108	3	4.596912272610853	9.151974	-1842.4599	3210.286197701005
108	4	4.043141526655681	8.346535	-49.1231	2512.519748013365
108	5	3.988945292379695	8.350604	-603.7642	1961.0161644240864
108	6	4.139486497340289	8.837505	-690.6324	3577.5599598810027
108	7	4.228438732932097	8.758653	-1105.8933	2431.941293666504
108	8	3.8974984483185207	8.250699	-749.2822	1508.8068810195805
109	1	5.643310276785487	8.934668	626.9053	1804.087201243367
109	2	4.358754742302388	9.051493	-825.0488	2883.8483615739406
109	3	4.236031563772277	8.957972	-2671.0521	-5178.972969464115
109	4	4.456600285282749	9.117112	-2039.8919	-333.3505951568858
109	5	4.12954920347824	8.704556	-1380.0208	4298.322938839082
109	6	4.55909887343125	8.385553	191.8167	3978.3080814717473
109	7	4.348855599642944	8.847433	-1594.4566	2246.713921953364
109	8	7.105841773093022	10.53593	-169.4541	530.5895210883095
110	1	4.48808833275259	9.130447	-2883.2248	-4744.14044289124
110	2	2.9096616077072874	8.215487	88.5547	-64.75843809207325
110	3	4.571559480341416	8.930332	-1599.8182	-3857.2294168241096
110	4	5.15814123029787	9.5190935	1485.1662	1014.6703336578416
110	5	5.001248884110563	9.225298	-790.8597	-1166.7464540229657
110	6	4.336884329821284	8.952873	-1671.8108	-3581.3164286554957
110	7	4.923339282794212	9.24574	-1946.3301	-2712.27938663342
110	8	4.765451509226444	9.278594	-210.0058	-467.33514463406146
111	1	2.9357245701832326	7.9422255	-2092.9421	-7022.424816180614
111	2	4.757389597335772	8.953725	-653.72	-397.5143152100004
111	3	3.605043862620111	8.456993	-2952.9508	-4397.071411823986
111	4	2.77249479397597	7.84517	-311.011	-795.1059502305708
111	5	3.264371443642774	8.220918	-2446.9601	-8766.501232900217
111	6	3.691728237608012	7.90091	872.6172	1024.2311599878926
111	7	3.658766582180793	8.319692	-2323.2891	-3450.60393713791
111	8	3.080280649380681	8.092834	-737.3271	-4260.5150323355365
112	1	4.0067282983223516	8.552047	-1168.5474	1603.0900205549037
112	2	4.034987162092183	8.487536	-1530.3098	1177.0551569475388
112	3	4.189319676254859	8.768889	-1141.0474	1157.884407303283
112	4	4.199948994936787	8.56717	-285.5356	2274.8942050114574
112	5	3.7428043609325408	8.494401	815.5945	6348.148434644472
112	6	2.894485562351569	7.9732614	-1158.0644	2679.252082260841
112	7	2.46400158670323	7.6592126	-2164.8288	285.9312280893499
112	8	4.445352650694729	8.699622	-2116.5165	264.55250893262246
113	1	2.4912309297486757	7.709846	-1230.2501	11873.557304214679
113	2	2.1163867590602665	7.511023	507.2964	7364.163050934036
113	3	3.486928583309051	8.215819	-1841.1923	270.6525191396898
113	4	3.5155805506245223	8.222528	-2592.0008	-347.59109887445817
113	5	2.9730674302273536	7.96334	-54.2223	3517.8742621645197
113	6	3.3169453087908543	8.115514	-2000.6371	170.43079660630085
113	7	4.286539895120422	8.696354	-1265.8995	433.81363061166456
113	8	3.735668217132125	8.435979	-140.5951	1337.1125619842087
114	1	2.49873006810844	7.946751	-3030.8904	-6256.890066570633
114	2	2.450270654031018	7.780378	-1120.9174	-4035.2981472146553
114	3	3.0842019152324776	7.995101	-1657.2518	-1840.3718221908453
114	4	2.6172044738956983	7.7534585	-2476.6167	-5161.066693511142
114	5	3.8907533059822783	8.460871	-2014.0822	-1309.3588263835795
114	6	3.820926062727651	8.37836	-1843.8196	-1231.6369166204772
114	7	3.557572562570428	7.9236045	-394.3243	-615.2547885288191
114	8	2.0119873939432833	7.500786	-7.4684	-3724.581594152587
115	1	5.733719160566601	9.316471	-1940.636	-482.04740232027535
115	2	3.818208100836259	8.399028	-2005.5483	-973.7752990972824
115	3	2.411812558385183	7.9138927	-2164.0962	-2782.236419649376
115	4	3.691086359564723	8.450745	8597.8082	4432.405699496768
115	5	2.047846614028874	7.427336	167.1844	2105.906571255982
115	6	5.043052064635853	9.236392	-1306.6183	-369.71291157994386
115	7	2.9587057212853622	8.2606945	-1064.8866	-813.0523144152675
115	8	3.461011391645703	8.246892	-6.4006	0.6305387796085903
116	1	2.579451491449042	7.757884	-1602.1352	-2605.7273924915917
116	2	3.588033077625316	8.17831	-686.4158	-518.5108118414868
116	3	3.441463544674694	8.207351	-2795.7434	-1851.0943376742957
116	4	1.726453612973181	7.1842384	-1469.0943	-4024.9170965448056
116	5	3.0828506551534645	8.067348	-2725.058	-2380.3239984065594
116	6	3.1744602613096977	8.057658	-2134.6419	-1735.1272520535335
116	7	2.0267486038794877	7.4206176	-2207.4675	-85047.9872855358
116	8	2.4514186076620508	7.6992393	-1078.0775	-2460.498330617574
117	1	2.7633225477463124	8.171614	-417.9812	752.0196793564805
117	2	3.217006034958312	8.367846	-430.1741	566.2562434385346
117	3	3.363852895178235	8.100113	-209.3435	651.2604848557812
117	4	4.041409166009298	8.545271	-1946.4817	-176.04259976816246
117	5	2.5995123695690627	7.720331	-2841.1663	-1304.0226643104204
117	6	3.789172444921813	8.305468	-1172.4496	130.83580785691188
117	7	4.2645053998005515	8.779865	-165.4885	422.23410032814036
117	8	3.005125054304048	8.007035	-2777.9571	-845.9300195219647
118	1	3.971300982112721	8.84384	-336.9764	1430.5323707138853
118	2	3.5307550140295803	8.444309	525.1517	2470.709471872498
118	3	3.476146306627942	8.6517935	-1466.3256	1016.6883313709836
118	4	3.6471929443715387	8.358998	65.9796	2304.32150399953
118	5	2.9303156807386346	8.013874	-1818.7288	2297.0317516540445
118	6	3.489356852626252	8.629256	-1824.7429	784.094924589062
118	7	3.93425667824566	8.770834	-882.4537	1112.5491903916557
118	8	3.7855166872572785	8.459665	-925.7179	1273.9110038396254
119	1	2.647249654274559	7.8128934	-2631.4766	-2324.859960760509
119	2	2.339382612724551	7.659224	-1672.3368	218.3226398157163
119	3	4.091041866455651	8.581414	91.4416	1479.0209200410936
119	4	2.658086933013857	7.908385	-2245.877	-1261.7994846408344
119	5	3.075518140463359	8.046686	-2800.3905	-5546.398107097373
119	6	4.209200543982995	8.625265	-1987.4481	-121.47425927060314
119	7	4.700680991633224	8.56966	-1362.5111	262.04798459924785
119	8	3.238884401674149	8.133222	-703.7167	3131.14123665911
120	1	3.477619204712839	8.398812	230.0394	2341.0079950102026
120	2	2.8219463655937425	7.839994	-2136.4466	2643.0786305016823
120	3	3.0758473384451186	7.9930315	-189.2194	4669.280669311012
120	4	3.352030073164263	8.156101	669.888	4262.1045690103565
120	5	2.8372717297920325	7.9466734	-656.6987	7966.643306816613
120	6	2.505262456733226	7.702218	-1484.5088	6861.283831552426
120	7	3.289427926362863	8.136507	-1821.9076	1150.4994184112056
120	8	2.7022272786408816	7.7736955	-3001.4575	-4863.015617291374
121	1	5.238016799619802	9.155249	-652.7997	835.9948627717934
121	2	2.3642822608735936	7.666268	-2021.4047	2957.847339403104
121	3	4.431639334721803	8.881967	737.0067	1798.6747874965747
121	4	4.314788618190621	8.984916	-1034.312	1004.0247165132478
121	5	4.38114087133821	8.638256	-659.1112	1276.726147140085
121	6	4.192433781477907	8.533977	-1755.474	763.9568518517859
121	7	3.923193872024732	8.541537	29.4216	2094.7936710469558
121	8	3.0854810224211393	8.284527	1775.0619	7557.976774947465
122	1	3.2283014625280537	8.117399	-618.8002	1483.5188517755403
122	2	3.758222072719756	8.533912	-1649.4416	230.76889581041
122	3	3.4845099696576995	8.377664	-402.6836	1313.4322837608272
122	4	2.602600023984211	7.7372327	-784.941	5470.965849810155
122	5	2.2612989335965157	8.028666	-331.9714	3747.827594316361
122	6	2.3672120431984673	7.5284114	-798.8285	8403.45889492464
122	7	3.3515525310875462	8.570891	-859.2694	757.3994247578845
122	8	4.296102348059618	8.592435	-796.6567	584.718980791126
123	1	4.6852667600170985	8.896935	-2111.6766	-502.87560906334846
123	2	3.031159771737748	8.298021	1336.4973	2112.802060671605
123	3	2.507768742968814	7.812776	-1187.2526	-1247.175388226671
123	4	4.156446567270747	8.485245	1115.1847	935.3709150687309
123	5	3.9139922969828937	8.544687	-2820.6373	-1095.4619078389617
123	6	4.411195547183255	8.651934	-651.0746	64.2436143689056
123	7	3.2111736144793688	8.400553	-530.8182	223.16001001707951
123	8	1.9869778278110604	7.4435296	90.8031	2099.212627303635
124	1	3.9558783991467954	8.682782	-1898.9641	-854.7067187699777
124	2	2.384521881534353	7.6283336	-1522.6496	-3498.573588742452
124	3	3.1771648433421706	8.305826	-545.0218	-412.75727525846406
124	4	2.53830481558934	7.4949875	1348.701	2156.9601463432914
124	5	2.7705449732312792	7.94535	-1457.2732	-1685.7147960811153
124	6	3.145526528565682	8.129906	-1882.9249	-1509.0179776080288
124	7	1.8011158386682533	7.3627563	-2709.3763	-13154.642466908572
124	8	4.061814641487866	8.515029	-1054.2434	-494.2051188330128
125	1	3.749226815446995	8.661863	-1317.5715	597.3919710235959
125	2	3.1302145847332743	8.410958	67.4014	1483.4001544162768
125	3	2.5042913888252936	7.9404826	1844.1752	4474.826176927497
125	4	2.4916392779540923	7.684417	-2070.1185	774.0451765586782
125	5	2.7999820284863493	7.887528	-546.4413	1825.1910198993357
125	6	4.0763620106802305	8.526836	-1504.7681	474.20247125399356
125	7	2.70210032989308	8.111878	-805.0064	1551.836084089737
125	8	2.8503018865537086	7.871297	-1308.0712	1200.686016669996
126	1	6.697073264355414	9.472219	-1305.57	177.52884035726416
126	2	2.6797024683203037	7.729594	-229.1394	10513.084021291364
126	3	3.3084390600267897	8.489289	-987.1337	957.4279970159806
126	4	3.981922127360956	8.424768	-1806.5389	168.10927762345958
126	5	4.4184147657870385	8.5950365	-2228.3804	-76.6996846701346
126	6	5.351219194042638	8.647209	-382.0388	607.0008461269814
126	7	2.650970474308872	7.8160915	91.316	19667.577004841114
126	8	4.134344447868017	8.627564	-1629.3588	242.00568891826683
127	1	4.410101966963289	8.782591	844.3208	555.6418689262952
127	2	3.114359821835283	8.028402	-2427.416	-4327.723587149802
127	3	2.7633560641558157	8.038047	-2488.3788	-6904.074615702554
127	4	3.905188721562357	8.352882	129.442	265.0864504868354
127	5	2.54917243037254	7.9708304	-61.9456	454.7044167250108
127	6	2.546944550632149	8.141095	-1698.7546	-3315.2577320617797
127	7	2.821592825653454	7.9126973	-2391.7874	-9932.07848741994
127	8	3.0200761934038627	7.97413	465.7348	1547.5800201879904
128	1	4.125629729026947	8.666474	-496.3277	1303.2565900112763
128	2	3.908049386750551	8.364766	-1234.8357	1008.7215817658573
128	3	3.2780181393263823	8.433722	1406.127	4866.914894916061
128	4	2.727548226893394	7.8698096	-1612.5806	5539.750359461007
128	5	3.553099426178266	8.216503	-1514.7812	1094.1488529625924
128	6	3.6636897159671613	8.422071	-1068.8485	1353.7605243335513
128	7	2.856574682169487	7.8934407	-3157.0267	-23543.03862180994
128	8	2.8475556607675943	7.8941875	-482.3894	29683.6986011971
129	1	2.4582004346598865	7.8438697	-2774.9355	1102.9726438834396
129	2	3.4771279057990805	8.502124	-1458.992	1687.476836652784
129	3	3.0613419141211877	8.177617	-2370.125	1809.4567939651042
129	4	3.9947936805729896	8.545543	-1067.7407	1607.8250297402194
129	5	4.544064214625449	8.921643	1711.6008	2356.5110403497147
129	6	3.806897824254579	8.054359	-1301.2142	2054.610741083197
129	7	4.001476473430208	8.346151	-491.864	2217.974393128776
129	8	3.717365743340911	8.669708	861.2028	3617.172218196836
130	1	4.071485254566258	8.462039	-1893.4687	536.3139540727573
130	2	4.552605424650858	8.947378	-852.7398	794.5146182013402
130	3	4.034071602976737	8.458547	689.2223	2128.231150525406
130	4	3.1326858188948306	8.060165	-3149.5648	-522.7980168594783
130	5	2.4374789258638754	7.7345433	-2246.8313	4359.159397177944
130	6	3.546503172893105	8.146127	-1050.8297	1595.314600443977
130	7	2.2935347877489063	7.971162	-263.9054	11076.288829393323
130	8	3.956999419842026	8.464265	-1410.8082	861.4506993399601
131	1	4.769698855415881	8.792466	-345.7235	761.988644005618
131	2	4.299702047757324	8.681525	-1968.5116	133.9484083769575
131	3	4.131655991821182	8.548017	-2686.7104	-234.01093030034104
131	4	4.120735191895915	8.753631	-771.0984	724.6682280064067
131	5	5.5040047833722765	9.253068	-903.8834	406.45158016655296
131	6	5.545909484702212	9.425223	106.1425	681.8640966256431
131	7	4.351508035695038	8.680921	-783.8177	685.2029196186609
131	8	5.4606203346936955	9.195086	6175.6784	2436.4227389085354
132	1	4.039280562442289	8.258252	-580.4423	6393.782480876539
132	2	5.502979479929314	9.518981	1060.5472	2036.9236594041922
132	3	4.941389586472033	9.536624	-1554.3825	935.8151808035994
132	4	4.326767035654509	8.974363	-1373.4196	3013.044796788982
132	5	4.928606214004342	8.810539	-460.024	2739.3748063960197
132	6	4.3932192614786745	8.875078	-654.3046	5218.113913574878
132	7	5.26288065880165	9.551479	-1526.6695	787.5474321139075
132	8	6.839437561279634	9.473294	-151.5453	970.9521214881577
133	1	5.231075906579408	9.211216	-1302.3286	-474.6140454828012
133	2	5.650142481002229	8.719676	41.762	441.7726755853444
133	3	4.85956690534961	8.634848	1391.5007	2282.9919470378914
133	4	6.080628034290368	9.378583	-836.1845	-106.72613933529104
133	5	5.755074584463423	9.568109	2055.7728	1336.183936821547
133	6	4.417092199985378	9.037572	-125.5923	478.2563044536039
133	7	5.452208140433098	7.8098307	-1229.6225	-473.4501006067141
133	8	3.289382251006348	8.207634	-272.2426	428.3102676900044
134	1	5.598963275364346	7.881962	-420.5315	4204.477294500458
134	2	5.254553977770134	7.717488	167.7272	7586.4575692653225
134	3	5.499969240502412	8.114295	-527.6126	1984.7011648158352
134	4	6.168664845346018	8.327876	-2076.828	-971.774776091203
134	5	5.783115485635708	8.372122	-25.2249	1853.7263370561325
134	6	5.944983884257876	8.6313925	-1736.2282	-525.5317106115222
134	7	4.872157466540828	8.107648	126.9445	2099.441267529035
134	8	5.370969585927382	7.5785694	-2361.3575	-4779.298250009096
135	1	5.219001217544972	7.509292	-1328.4256	7628.298515845955
135	2	5.369883195234831	7.9889083	610.3742	6820.391525098935
135	3	4.182011877831035	7.8395658	-453.4485	1772.5331710870223
135	4	4.80965710722639	7.113316	-868.7944	2201.439226651319
135	5	5.226208076598692	7.5714235	-1020.4541	10254.858252366685
135	6	5.064894297578199	7.8423195	-108.0441	5354.700983746102
135	7	5.894228453221817	8.213695	-400.8532	2489.1722293671883
135	8	5.704839058835888	8.113173	296.9907	4318.714413568016
136	1	4.566632019463037	6.917591	-487.7316	1534.723914136976
136	2	4.458852333512437	7.5657806	-295.4734	921.6009213298257
136	3	4.9964676243186075	7.4285173	-393.3977	1312.3446999383473
136	4	4.516154029661908	7.252729	-1990.5917	-3346.969255878158
136	5	4.369423318044332	7.476476	-223.6722	1157.3839113338802
136	6	4.496487468040902	7.55658	-1398.3317	-899.3605014988294
136	7	4.178020340364566	8.250909	-175.9772	507.1331962986747
136	8	4.39778108436114	7.290541	-819.5218	116.60298536146638
137	1	4.883299544007479	7.4882994	-2052.0335	-2663.592636850972
137	2	4.1970551498251725	7.31727	71.0504	1005.4002434721143
137	3	4.544235747940347	7.1404223	-433.1697	210.84561623869013
137	4	4.481026209566716	6.8687043	-165.1804	3017.454427654013
137	5	4.493644618243982	7.1955404	-452.1421	108.67152083922952
137	6	4.629679291288936	6.919868	355.7829	27237.93579754788
137	7	4.512181573156421	7.4922943	-721.5432	-399.8046714547128
137	8	4.561125597950505	7.215907	1058.3597	5550.652193313834
138	1	4.993577654902728	7.3886867	-786.6595	-941.3379829790446
138	2	4.295013824571391	7.4790483	358.9914	752.6133371794355
138	3	4.87447668780214	7.262467	-2119.4256	-3675.2901023605846
138	4	4.299241859484737	7.14931	-484.5965	-862.7192124381237
138	5	4.450610578043716	7.265462	98.7491	574.5779575239535
138	6	4.619518379727473	7.0450373	-600.6197	-2120.5767295438513
138	7	4.4217946016914	7.378004	-1129.9776	-1884.586799225544
138	8	4.4636795682217025	6.8940473	52.8006	4322.357643934036
139	1	4.582313440931568	7.1569967	227.8691	4957.953110982888
139	2	4.549840162805511	6.865489	-3.6141	3935.4357284113285
139	3	4.0940615015781106	7.3976717	-896.4881	-455.56604237227543
139	4	4.5979371881244555	7.003285	-454.5957	4878.074462200357
139	5	4.322802708877841	6.867205	839.3104	5225.487204946157
139	6	4.464050599877318	7.4650936	242.6303	1789.342231789059
139	7	4.771958057500095	7.3698378	-223.0151	848.6968074099364
139	8	4.616450706527516	7.063676	-1249.5693	-13738.945397707757
140	1	4.567658174113479	6.9052033	-1624.2158	-41408.49382674334
140	2	4.583778820626484	7.0740423	-472.2985	-2856.6317831275524
140	3	4.927465022396713	7.2149696	-1368.342	-3017.4725960577857
140	4	4.769239486349449	7.1557846	-21.6209	-59.36095477641156
140	5	4.277336448640232	7.331615	-270.6352	-483.9122576811258
140	6	4.983328597190965	7.284207	-720.8311	-1366.7649466415319
140	7	4.449616212382696	7.112946	1132.1404	4848.094584226228
140	8	4.298300359606196	7.1601844	-466.5802	-1180.9043330654972
141	1	4.204948967552796	7.5951924	930.9152	3279.61462434868
141	2	4.425075355269744	7.290459	-1610.5939	34.767827676138666
141	3	3.679287327200475	8.706003	227.9917	889.2897533836131
141	4	4.711375982437396	7.7012653	1177.1333	3470.2666185070643
141	5	4.707543655052919	7.015586	-825.1262	4733.261264415021
141	6	4.365932030036472	7.3043294	749.8939	5309.281277700233
141	7	4.430926271318547	7.566079	562.8747	3267.448400332805
141	8	4.675140661314385	7.1337333	-109.9406	8245.607336803292
142	1	4.514181927777873	7.0228953	-315.4715	2528.586392773454
142	2	4.442314659967571	6.952347	-1962.908	-4167.943295176597
142	3	4.67149922674917	7.1130223	-948.9843	-1221.5242339105428
142	4	4.344288941931689	6.8815393	-10.1569	2329.7840015201978
142	5	4.850367079396465	7.9221945	-729.5677	92.14394927127502
142	6	5.1802193408424175	7.756917	-1106.8695	-363.8833433941367
142	7	4.188365408672316	7.6137176	390.6999	1628.8704345058707
142	8	4.346888541928608	7.2424564	-2576.3563	-4152.056422943
143	1	4.39786885139207	7.1619697	-1635.9233	1031.4943455970492
143	2	4.333181415973588	7.082685	102.584	9052.917845755725
143	3	4.387984894533611	7.3657174	834.0853	6664.323853462389
143	4	4.36535497994569	7.3934207	183.982	4034.4977520307284
143	5	4.252301596891893	7.166525	-1568.221	1332.122076950367
143	6	3.9460508965044543	7.7084503	-37.7897	1853.2188240725027
143	7	4.429794235324023	6.885377	-453.8811	48819.46313798185
143	8	4.492507495806732	6.8757052	-262.0657	24564.18451674965
144	1	4.168837764230935	7.3864107	226.9502	783.1578257599361
144	2	4.2689257245104395	7.0400023	-2408.7588	-8784.363836370165
144	3	4.383609132404651	7.080323	-1571.5447	-5305.777931925612
144	4	4.815587911353959	7.2662215	-1341.1824	-2319.3240951175853
144	5	4.483579048771692	7.1269364	-314.6221	-218.38790354845602
144	6	4.5673278370636865	7.246544	755.8666	2284.414541373107
144	7	4.363971877244684	7.0471516	-1596.1597	-5803.893174688283
144	8	4.495733898396754	7.13327	437.255	2630.6775951906966
145	1	4.61373257705612	7.0317845	-325.6312	8015.31131902293
145	2	4.534289213303551	7.428914	-399.0215	4960.806271536277
145	3	4.6381822653780045	7.9418163	788.4175	3223.6665151805378
145	4	5.035283252596494	8.146948	-1061.2875	942.452258265854
145	5	4.806524549268982	7.5798073	-650.9519	2495.014804634624
145	6	4.472861232733332	7.1137085	-21.0558	12359.981143639623
145	7	4.438487205609966	7.5246286	419.2519	5409.036901001398
145	8	4.680575351054041	8.06326	1280.7177	3040.528016857136
146	1	4.514279092450383	7.5391636	418.9822	1379.9011879948316
146	2	4.52800661097704	6.9191227	-1136.5115	-6297.944122738191
146	3	4.56375815558011	7.459824	932.1277	2809.7811818674854
146	4	4.587573939771371	7.3153563	-1305.1171	-3767.840699634445
146	5	4.506526355449729	7.2765965	-918.3911	-2357.631867094791
146	6	4.6689859042784185	7.544996	-2155.3646	-3065.017794620393
146	7	5.46032035840571	7.660573	-2261.4926	-2024.9897569037698
146	8	4.429658415036069	7.511712	-906.8465	-1117.700030073247
147	1	4.251695184881209	7.4274006	585.7271	2976.9541447897577
147	2	4.494579427688785	6.994312	-757.9517	3371.876675786843
147	3	4.507809667985252	7.05465	262.0714	8122.424423607856
147	4	4.601256078356534	7.2473307	-810.683	965.2777498344553
147	5	4.522309661687037	7.010555	-844.4419	3354.8178274106804
147	6	4.717961487778808	7.1224613	-1567.4864	-1636.2609904578517
147	7	4.419326262877605	6.967792	-702.3777	3841.1009745927317
147	8	4.623432001457567	7.313056	-810.9612	634.4587870966559
148	1	4.641641765468873	7.08101	-2187.7647	-8917.704752627817
148	2	4.637539426435729	7.020969	-1544.555	-5912.704071782876
148	3	4.590489299201011	6.892049	-347.3973	3746.8701186548305
148	4	4.722346181705141	7.0951447	-1177.3848	-1677.8427576589013
148	5	4.753843890016786	7.183134	-1514.0994	-2395.6340658595363
148	6	5.076056250261792	7.3468328	-2473.8427	-2643.3086083158987
148	7	4.834943862051659	7.1716447	-2576.2809	-4625.4416935583
148	8	4.9150424461238265	7.3114758	-2831.4122	-3903.043740998349
149	1	4.906195900673109	7.244564	-1493.6454	-2763.4925313160056
149	2	4.554835460508915	6.988708	-92.7576	2269.8577505337826
149	3	4.925469296649355	7.356456	-773.8935	-846.4257394796356
149	4	4.552100263166382	7.067576	-1349.6047	-6530.966502683987
149	5	4.571047072742123	6.960292	-121.403	3433.29134255431
149	6	4.403133480070347	7.128838	-1013.3096	-2052.5083913801245
149	7	4.293761527424034	7.044432	-510.9891	-511.23625738703885
149	8	4.502084275772648	6.812726	-860.2408	-5983.8130559258425
150	1	9.200147734783057	12.491488	-1529.5507	-244.62959706328752
150	2	9.650596986871737	12.926808	-2612.8311	-889.5709026750251
150	3	9.839757476506874	13.013748	-1973.4497	-611.5791898377524
150	4	10.108819082620556	13.248704	-2336.2984	-1028.5029424598433
150	5	9.139703030409196	12.530124	-2419.8873	-591.2533395284626
150	6	9.836219653378748	13.0109005	-963.2951	-32.91090630631596
150	7	10.282737366661959	13.417899	-2775.0807	-1614.4961676948697
150	8	10.498134899307548	13.579433	-2077.0717	-1324.7202055801642
151	1	9.678037072629863	12.857922	-2347.6406	503.71462413727306
151	2	9.137173376835403	12.407693	-1546.0367	786.4176322113698
151	3	9.087028013854551	12.281937	-1649.5743	674.6763821008952
151	4	9.696753052151191	12.963556	-2689.4568	121.87850468104878
151	5	9.367153356865131	12.677731	-3053.7232	-244.44075640761034
151	6	9.904526535831655	13.129467	-2300.5169	1078.8162204871485
151	7	9.702020983424523	12.905703	-3080.1321	-379.2138978093471
151	8	10.010761538999732	13.202774	-2750.6306	74.15954665827799
152	1	8.986333462946881	12.331271	-3214.0783	-151.44390088023587
152	2	10.378673700325086	13.489139	-3116.3655	-38.15995104906588
152	3	8.926154635700293	12.243317	-2481.3949	619.3523862114923
152	4	10.28743140755541	13.425495	-1846.5699	1481.94259810657
152	5	9.715063735045478	12.97139	-3538.1341	-3563.126184688291
152	6	10.038087645732883	13.196249	-1764.8687	2697.1117925316266
152	7	8.462770939239853	11.766095	-364.8261	1602.5727108510325
152	8	9.707198002367036	12.931255	-2486.5557	24659.67678957992
153	1	7.768603223935945	11.5823965	-1395.6799	1201.4528629319666
153	2	5.726449598840937	9.315904	1345.253	986.4241568388644
153	3	7.837024425296043	11.082433	-300.2099	1597.2155289866316
153	4	7.078482541330287	9.82056	-381.4824	866.7466214219284
153	5	5.564365500727563	9.862529	-66.382	746.1380886597389
153	6	6.774388117932904	9.68815	446.3716	1019.1788314076045
153	7	7.162593054890187	10.9541445	-1709.8653	597.3445937371011
153	8	8.371298634596856	11.634288	-869.6713	2491.7507878944452
154	1	9.155992673177254	12.494105	-2255.2022	-197.12837499692733
154	2	6.0476394667510665	10.22645	-237.8639	1125.6981998479037
154	3	7.2338568644833465	10.998579	-1544.3217	831.4177264130534
154	4	4.253709303497885	8.948016	-1732.8858	-6.804036587379123
154	5	5.303430264420226	9.812568	-1835.877	-59.98476454052986
154	6	6.948470139265384	9.9228735	193.3708	2174.446634043753
154	7	7.256978581424328	11.230191	-2198.9159	-1714.898507864177
154	8	7.307315587461595	10.659396	-468.0896	3556.376032941736
155	1	5.7803822918233445	9.803661	1592.0075	5913.762822742931
155	2	6.253528973762875	9.39931	659.4361	2345.7694305119776
155	3	5.560947344671671	9.328611	-623.015	2095.708571487514
155	4	4.610989438030071	9.096621	-1885.6466	-52.20674710713701
155	5	4.136668866392051	8.106054	-394.0202	682.7644680707085
155	6	4.119907185618559	9.022562	-387.923	1098.9250053930095
155	7	7.087383978094128	10.78015	13.0338	890.1716497433191
155	8	7.0863020019331735	10.180946	-1103.349	389.67236353990285
156	1	4.129466450572647	8.762111	-1918.3359	-53.214130447399434
156	2	4.660153083578898	9.329053	-1511.9043	1794.839480263368
156	3	4.301387568817663	8.959341	-2066.621	-537.1905447680246
156	4	4.257116935103623	8.899616	-2165.8762	-684.254859109659
